StageId,Money,TimeTicket,ClassItem01,ClassItem02,ClassItem03,ClassItem04,ClassItem05,ClassItem06,ClassItemCountMin01,ClassItemCountMin02,ClassItemCountMin03,ClassItemCountMin04,ClassItemCountMin05,ClassItemCountMin06,ClassItemCountMax01,ClassItemCountMax02,ClassItemCountMax03,ClassItemCountMax04,ClassItemCountMax05,ClassItemCountMax06
106,"""(20)""","""(0)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201201413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201202413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201203413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201204413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201205413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(503220002,401101026,210110080,403201018,905200003,602202597,1201206413,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107,"""(20)""","""(0)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201201409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201202409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201203409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201204409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201205409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201206409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108,"""(20)""","""(0)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201201403,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201202403,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201203403,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201204408,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201205403,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,403101026,210110082,402201018,903200003,1201206403,602202597,501200050,1301201706,1301201406,1702200033,1702200053,1702200051,1702200055,1702200057,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
109,"""(20)""","""(0)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201201413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201202413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201203413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201204413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201205413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(601101606,503220001,503220002,401101026,210110083,403201018,905200003,1201206413,602202597,501200050,1301201706,1301201406,1702200035,1702200045,1702200052,1702200056,1702200057,517200404,1401200634,1401200644,901200902,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
110,"""(20)""","""(0)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201201409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201202409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201203409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201204409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201205409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(601101606,503220001,503220002,402101026,210110081,401201018,904200003,602202597,1201206409,517200410,1301201706,1301201406,1702200032,1702200041,1702200046,1702200054,1702200026,517200404,1401200614,1401200624,901200503,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
111,"""(20)""","""(0)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(806200009,604020012,604120001,1707200002,1707200001,1301102179,1301202171,1301202030)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400000,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400001,"""(20)""","""(0)""","""(503220001,503220002,401201010,1201101309,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(503220001,503220002,401201010,1201102304,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(503220001,503220002,401201010,1201103307,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(503220001,503220002,401201010,1201104305,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(503220001,503220002,401201010,1201105307,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(503220001,503220002,401201010,1201106307,1301201406,801200002,1401200652,1401200662,517200402,508200001,901200502,901201001,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400002,"""(20)""","""(0)""","""(503220001,503220002,402201010,1201101304,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(503220001,503220002,402201010,1201102312,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(503220001,503220002,402201010,1201103308,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(503220001,503220002,402201010,1201104308,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(503220001,503220002,402201010,1201105309,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(503220001,503220002,402201010,1201106309,1301201406,802200002,1401200672,1401200682,517200403,508200001,901200602,901200801,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400003,"""(20)""","""(0)""","""(503220001,503220002,403101018,210110058,905200003,1201101411,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(503220001,503220002,403101018,210110058,905200003,1201102411,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(503220001,503220002,403101018,210110058,905200003,1201103411,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(503220001,503220002,403101018,210110058,905200003,1201104404,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(503220001,503220002,403101018,210110058,905200003,1201105411,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(503220001,503220002,403101018,210110058,905200003,1201106411,1301201406,803200003,1401200653,1401200663,517200403,508200001,901200703,901200902,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400004,"""(20)""","""(0)""","""(503220001,503220002,401101018,210110059,903200003,1201101412,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(503220001,503220002,401101018,210110059,903200003,1201102409,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(503220001,503220002,401101018,210110059,903200003,1201103409,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(503220001,503220002,401101018,210110059,903200003,1201104410,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(503220001,503220002,401101018,210110059,903200003,1201105412,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(503220001,503220002,401101018,210110059,903200003,1201106412,517200410,1301201406,804200003,1401200673,1401200683,517200403,508200002,901200503,901201002,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400005,"""(20)""","""(0)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201101403,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201102407,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201103412,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201104411,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201105408,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,403101026,210110084,402101018,904200003,1201106408,501200050,908200002,1301201706,1301201406,801200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400006,"""(20)""","""(0)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201101413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201102413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201103413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201104413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201105413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(503220001,503220002,402101026,210110085,403101018,905200003,1201106413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400007,"""(20)""","""(0)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201101401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201102401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201103401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201104401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201105402,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(503220001,503220002,401101026,210110086,402101018,903200003,1201106402,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400008,"""(20)""","""(0)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201101412,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201102409,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201103409,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201104410,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201105412,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,403101026,210110087,401101018,904200003,1201106412,517200410,908200002,1301201706,1301201406,804200003,1401200654,1401200664,517200404,508200002,901200902,901201002,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400009,"""(20)""","""(0)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201101413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201102413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201103413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201104413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201105413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(601101607,503220001,503220002,402101026,210110088,403101018,905200003,1201106413,517200410,908200002,1301201706,1301201406,802200003,1401200674,1401200684,517200404,508200002,901200703,901200902,901201002,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400010,"""(20)""","""(0)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201101401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201102401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201103401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201104401,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201105402,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(601101607,503220001,503220002,401101026,210110086,402101018,903200003,1201106402,501200050,908200002,1301201706,1301201406,803200003,1401200654,1401200664,517200404,508200002,901200603,901200802,902200102,901200402)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201400011,"""(20)""","""(0)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(1702220110,604120003,604120001,1707200002,1707200001,1301202177,1301102179,1301202171)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
11001,"""(0)""","""(0)""","""(210110077,200201018,903200003,1201201404,1301201407,508100003)""","""(210110077,200202018,903200003,1201202405,1301201407,508100003)""","""(210110077,200203018,903200003,1201203404,1301201407,508100003)""","""(210110077,200204018,903200003,1201204401,1301201407,508100003)""","""(210110077,200205018,903200003,1201205403,1301201407,508100003)""","""(210110077,200206018,903200003,1201206403,1301201407,508100003)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
12001,"""(0)""","""(0)""","""(210110078,908200003,301201018,904200003,1201201411,1301201407,508100004)""","""(210110078,908200003,301202018,904200003,1201202411,1301201407,508100004)""","""(210110078,908200003,301203018,904200003,1201203412,1301201407,508100004)""","""(210110078,908200003,301204018,904200003,1201204410,1301201407,508100004)""","""(210110078,908200003,301205018,904200003,1201205411,1301201407,508100004)""","""(210110078,908200003,301206018,904200003,1201206411,1301201407,508100004)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
12002,"""(0)""","""(0)""","""(210110079,908200003,201201016,907200003,1201201407,1301201407,508100004)""","""(210110079,908200003,201202016,907200003,1201202406,1301201407,508100004)""","""(210110079,908200003,201203016,907200003,1201203408,1301201407,508100004)""","""(210110079,908200003,201204016,907200003,1201204411,1301201407,508100004)""","""(210110079,908200003,201205016,907200003,1201205406,1301201407,508100004)""","""(210110079,908200003,201206016,907200003,1201206406,1301201407,508100004)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
11002,"""(0)""","""(0)""","""(210210080,302201018,905200003,1201201402,1301201407,508100004)""","""(210210080,302202018,905200003,1201202402,1301201407,508100004)""","""(210210080,302203018,905200003,1201203402,1301201407,508100004)""","""(210210080,302204018,905200003,1201204402,1301201407,508100004)""","""(210210080,302205018,905200003,1201205402,1301201407,508100004)""","""(210210080,302206018,905200003,1201206402,1301201407,508100004)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
12003,"""(0)""","""(0)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(908200004,601202756,601202758,210110081,224200002,1707200002,811200009,1702220110)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201500010,"""(2,11)""","""(0)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201201405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201202405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201203405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201204405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201205405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110078,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201206405,517200412,523200004,508200008,517200410,501200050,1301201638,502620001,1401200756,1401200757)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201500020,"""(2,11)""","""(0)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201201407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201202407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201203407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201204407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201205407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110079,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,906200003,1201206407,517200412,523200004,508200008,517200410,501200050,1301201638,502620002,1401200756,1401200757)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
201500030,"""(2,11)""","""(0)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201201401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201202401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201203401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201204401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201205401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(1707200002,1707200001,503220001,503220002,210110080,902100703,902100803,902100903,1301101708,908200003,1301201719,525200003,907200003,1201206401,517200412,523200004,508200008,517200410,501200050,1301201638,502620003,1401200756,1401200757)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
